Timestamp,Axl.X,Axl.Y,Axl.Z,Gyr.X,Gyr.Y,Gyr.Z,Mag.X,Mag.Y,Mag.Z,Temp,Press,Range,Lum,IRLum
1745230564.3580825,27.328,-27.328,1015.04,0.56,-0.7000000000000001,0.7000000000000001,117.21718795673779,639.8713826366559,-1374.7442268342588,23.84,1005.488525390625,0.0,0.0,0.0
1745230564.3580825,37.088,-14.64,1004.304,0.56,-0.7000000000000001,0.6300000000000001,115.46331482022799,641.917567962584,-1375.9134755919322,23.84,1005.488525390625,0.0,0.0,0.0
1745230564.3886564,36.112,-25.375999999999998,1020.896,0.56,-0.77,0.6300000000000001,117.50950014615609,640.1636948260742,-1382.3443437591347,23.84,1005.488525390625,0.0,0.0,0.0
1745230564.3886564,28.304,-21.472,1005.28,0.6300000000000001,-0.7000000000000001,0.6300000000000001,118.09412452499268,646.8868751826951,-1378.8365974861151,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.3886564,36.112,-30.256,1015.04,0.56,-0.7000000000000001,0.6300000000000001,113.1248173048816,642.2098801520023,-1389.6521484945922,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.3886564,32.208,-20.496,1008.208,0.56,-0.7000000000000001,0.6300000000000001,113.1248173048816,636.071324174218,-1384.9751534638995,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.3886564,26.352,-24.4,1005.28,0.6300000000000001,-0.77,0.6300000000000001,112.8325051154633,638.4098216895644,-1385.559777842736,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4187398,30.256,-32.208,1002.352,0.7000000000000001,-0.77,0.6300000000000001,119.84799766150248,642.5021923414206,-1377.9596609178602,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4187398,25.375999999999998,-30.256,1016.016,0.56,-0.77,0.6300000000000001,112.24788073662671,640.7483192049108,-1382.0520315697163,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4187398,38.064,-25.375999999999998,1017.968,0.7000000000000001,-0.77,0.7000000000000001,113.70944168371821,640.7483192049108,-1377.667348728442,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4187398,37.088,-20.496,1013.088,0.6300000000000001,-0.77,0.6300000000000001,115.1710026308097,643.3791289096755,-1375.9134755919322,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4187398,34.16,-29.28,1010.16,0.6300000000000001,-0.77,0.7000000000000001,111.37094416837182,636.3636363636364,-1381.759719380298,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4390323,40.016,-26.352,1019.92,0.7000000000000001,-0.7000000000000001,0.6300000000000001,111.66325635779012,641.0406313943291,-1378.8365974861151,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4390323,37.088,-21.472,1005.28,0.7000000000000001,-0.77,0.6300000000000001,111.07863197895352,641.6252557731657,-1380.2981584332067,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4390323,39.04,-18.544,1008.208,0.6300000000000001,-0.7000000000000001,0.6300000000000001,113.70944168371821,646.0099386144402,-1380.590470622625,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4390323,29.28,-17.567999999999998,1007.232,0.6300000000000001,-0.77,0.6300000000000001,119.26337328266588,634.02513884829,-1381.759719380298,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4390323,30.256,-17.567999999999998,1017.968,0.6300000000000001,-0.7000000000000001,0.6300000000000001,113.1248173048816,641.6252557731657,-1380.8827828120432,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.459168,33.184,-26.352,1011.136,0.56,-0.77,0.6300000000000001,116.6325635779012,645.4253142356035,-1383.5135925168079,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.459168,42.944,-25.375999999999998,1007.232,0.6300000000000001,-0.77,0.7000000000000001,115.1710026308097,641.917567962584,-1386.1444022215726,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.459168,30.256,-26.352,1009.184,0.7000000000000001,-0.7000000000000001,0.6300000000000001,115.7556270096463,641.917567962584,-1381.4674071908798,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.459168,23.424,-20.496,1012.112,0.6300000000000001,-0.77,0.56,116.0479391990646,645.4253142356035,-1382.0520315697163,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.459168,35.135999999999996,-19.52,1001.376,0.6300000000000001,-0.77,0.7000000000000001,111.66325635779012,646.8868751826951,-1381.1750950014614,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4898412,33.184,-19.52,1006.256,0.6300000000000001,-0.8400000000000001,0.6300000000000001,110.20169541069862,641.0406313943291,-1382.636655948553,23.87,1005.508056640625,0.0,0.0,0.0
1745230564.4898412,26.352,-19.52,1003.328,0.6300000000000001,-0.7000000000000001,0.7000000000000001,112.8325051154633,642.7945045308389,-1379.71353405437,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.4898412,35.135999999999996,-22.448,1011.136,0.6300000000000001,-0.77,0.6300000000000001,116.6325635779012,641.917567962584,-1385.559777842736,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.4898412,28.304,-15.616,1007.232,0.56,-0.7000000000000001,0.6300000000000001,115.46331482022799,641.6252557731657,-1380.8827828120432,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.4898412,29.28,-27.328,1001.376,0.6300000000000001,-0.77,0.7000000000000001,115.46331482022799,644.2560654779304,-1376.4980999707686,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5098538,33.184,-22.448,1021.872,0.56,-0.8400000000000001,0.6300000000000001,116.3402513884829,646.0099386144402,-1381.4674071908798,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5098538,25.375999999999998,-24.4,1011.136,0.56,-0.77,0.7000000000000001,112.24788073662671,643.6714410990938,-1381.4674071908798,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5098538,26.352,-39.04,1010.16,0.7000000000000001,-0.77,0.7000000000000001,114.8786904413914,640.1636948260742,-1377.667348728442,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5098538,35.135999999999996,-22.448,1012.112,0.6300000000000001,-0.77,0.7000000000000001,113.1248173048816,644.5483776673487,-1376.4980999707686,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5098538,34.16,-14.64,1006.256,0.7000000000000001,-0.7000000000000001,0.7000000000000001,116.6325635779012,646.0099386144402,-1376.790412160187,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5301638,37.088,-24.4,1007.232,0.7000000000000001,-0.7000000000000001,0.7000000000000001,114.00175387313651,642.5021923414206,-1386.1444022215726,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5402505,23.424,-23.424,1005.28,0.6300000000000001,-0.8400000000000001,0.7000000000000001,115.1710026308097,642.2098801520023,-1380.8827828120432,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5402505,35.135999999999996,-20.496,1012.112,0.56,-0.77,0.6300000000000001,115.46331482022799,641.0406313943291,-1380.8827828120432,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5402505,27.328,-18.544,1010.16,0.56,-0.77,0.7000000000000001,112.54019292604501,636.9482607424729,-1387.0213387898275,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5402505,25.375999999999998,-15.616,1004.304,0.6300000000000001,-0.7000000000000001,0.7000000000000001,110.78631978953521,638.4098216895644,-1378.544285296697,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5695279,30.256,-20.496,1005.28,0.7000000000000001,-0.8400000000000001,0.6300000000000001,111.07863197895352,638.7021338789827,-1381.759719380298,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5695279,27.328,-14.64,1004.304,0.6300000000000001,-0.77,0.7000000000000001,111.37094416837182,635.4866997953815,-1376.4980999707686,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5695279,41.967999999999996,-31.232,1016.016,0.6300000000000001,-0.77,0.6300000000000001,111.66325635779012,636.071324174218,-1380.8827828120432,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5695279,37.088,-9.76,1008.208,0.6300000000000001,-0.8400000000000001,0.6300000000000001,117.21718795673779,637.2405729318913,-1383.2212803273896,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.5695279,35.135999999999996,-25.375999999999998,1007.232,0.56,-0.77,0.7000000000000001,113.4171294942999,641.917567962584,-1382.636655948553,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.581092,31.232,-18.544,1008.208,0.56,-0.7000000000000001,0.6300000000000001,115.7556270096463,637.2405729318913,-1380.8827828120432,23.88,1005.494873046875,0.0,0.0,0.0
1745230564.581092,43.92,-20.496,1027.728,0.56,-0.7000000000000001,0.6300000000000001,116.0479391990646,638.1175095001461,-1377.0827243496053,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.581092,34.16,-11.712,1036.512,0.6300000000000001,-0.9100000000000001,0.56,112.24788073662671,636.071324174218,-1377.0827243496053,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.581092,27.328,-23.424,1006.256,0.8400000000000001,-1.12,0.6300000000000001,115.7556270096463,644.2560654779304,-1383.5135925168079,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.581092,31.232,-15.616,951.6,1.05,-1.4000000000000001,0.6300000000000001,114.2940660625548,639.8713826366559,-1378.2519731072784,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6057477,39.04,-25.375999999999998,976.0,0.9800000000000001,-1.2600000000000002,0.7000000000000001,115.7556270096463,643.6714410990938,-1382.0520315697163,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6057477,40.992,-12.687999999999999,1034.56,0.77,-0.9100000000000001,0.56,116.92487576731949,643.0868167202572,-1382.9289681379712,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6057477,40.016,0.976,1049.2,0.77,-0.8400000000000001,0.56,115.1710026308097,637.2405729318913,-1386.4367144109908,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6057477,40.992,-6.832,994.544,0.9100000000000001,-1.12,0.7000000000000001,112.54019292604501,640.4560070154926,-1376.790412160187,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6057477,36.112,-23.424,965.264,0.77,-0.9800000000000001,0.7000000000000001,112.54019292604501,640.1636948260742,-1375.3288512130955,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6359982,26.352,-17.567999999999998,991.616,0.77,-0.9100000000000001,0.77,116.0479391990646,642.7945045308389,-1374.1596024554224,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6359982,31.232,-14.64,984.784,0.77,-0.8400000000000001,0.7000000000000001,112.54019292604501,639.5790704472377,-1377.9596609178602,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6359982,32.208,-16.592,961.36,0.8400000000000001,-0.9800000000000001,0.7000000000000001,116.0479391990646,637.2405729318913,-1382.9289681379712,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6359982,25.375999999999998,-24.4,974.048,0.7000000000000001,-0.9100000000000001,0.6300000000000001,114.2940660625548,635.7790119847997,-1383.2212803273896,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6359982,30.256,-25.375999999999998,1008.208,0.56,-0.7000000000000001,0.49000000000000005,114.00175387313651,635.7790119847997,-1379.1289096755334,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6560342,30.256,-17.567999999999998,1022.848,0.49000000000000005,-0.6300000000000001,0.6300000000000001,114.5863782519731,639.2867582578193,-1385.2674656533177,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6560342,26.352,-9.76,997.472,0.6300000000000001,-0.8400000000000001,0.6300000000000001,115.7556270096463,641.6252557731657,-1378.8365974861151,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6560342,23.424,-19.52,988.688,0.6300000000000001,-0.9100000000000001,0.8400000000000001,112.24788073662671,638.994446068401,-1381.4674071908798,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6560342,22.448,-28.304,996.496,0.6300000000000001,-0.77,0.77,114.5863782519731,642.5021923414206,-1379.4212218649518,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6560342,29.28,-26.352,1013.088,0.56,-0.7000000000000001,0.6300000000000001,108.74013446360712,636.9482607424729,-1381.4674071908798,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6860452,42.944,-22.448,1008.208,0.6300000000000001,-0.6300000000000001,0.6300000000000001,112.54019292604501,639.2867582578193,-1380.8827828120432,23.91,1005.508544921875,0.0,0.0,0.0
1745230564.6860452,34.16,-26.352,1023.824,0.56,-0.7000000000000001,0.6300000000000001,115.7556270096463,638.994446068401,-1379.4212218649518,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.6860452,32.208,-23.424,1014.064,0.56,-0.6300000000000001,0.7000000000000001,116.92487576731949,638.1175095001461,-1386.1444022215726,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.6860452,29.28,-31.232,1022.848,0.56,-0.7000000000000001,0.6300000000000001,118.09412452499268,636.9482607424729,-1377.0827243496053,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.6860452,36.112,-19.52,1008.208,0.7000000000000001,-0.77,0.7000000000000001,114.8786904413914,644.2560654779304,-1375.6211634025137,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,41.967999999999996,-26.352,1003.328,0.7000000000000001,-0.77,0.6300000000000001,115.1710026308097,637.8251973107278,-1378.2519731072784,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,35.135999999999996,-21.472,1009.184,0.6300000000000001,-0.9100000000000001,0.6300000000000001,110.20169541069862,638.1175095001461,-1377.667348728442,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,37.088,-15.616,1010.16,0.6300000000000001,-0.8400000000000001,0.6300000000000001,115.1710026308097,634.02513884829,-1379.71353405437,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,25.375999999999998,-33.184,1016.016,0.6300000000000001,-0.7000000000000001,0.6300000000000001,114.5863782519731,638.7021338789827,-1383.2212803273896,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,40.016,-6.832,1009.184,0.7000000000000001,-0.77,0.56,115.1710026308097,638.1175095001461,-1382.9289681379712,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,30.256,-23.424,1009.184,0.6300000000000001,-0.77,0.77,113.70944168371821,638.994446068401,-1381.1750950014614,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,24.4,-30.256,1006.256,0.56,-0.7000000000000001,0.7000000000000001,117.21718795673779,646.0099386144402,-1386.1444022215726,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,28.304,-11.712,1005.28,0.56,-0.77,0.7000000000000001,112.54019292604501,637.8251973107278,-1387.6059631686642,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,31.232,-15.616,1003.328,0.7000000000000001,-0.77,0.6300000000000001,116.6325635779012,638.4098216895644,-1387.6059631686642,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7269073,29.28,-12.687999999999999,1009.184,0.7000000000000001,-0.7000000000000001,0.7000000000000001,110.49400760011692,639.2867582578193,-1386.1444022215726,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7566395,20.496,-29.28,1005.28,0.6300000000000001,-0.77,0.6300000000000001,115.46331482022799,643.0868167202572,-1382.9289681379712,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7566395,32.208,-26.352,1012.112,0.7000000000000001,-0.7000000000000001,0.6300000000000001,111.95556854720841,641.917567962584,-1383.2212803273896,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7566395,31.232,-24.4,1010.16,0.56,-0.6300000000000001,0.6300000000000001,115.46331482022799,641.3329435837475,-1377.667348728442,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7566395,38.064,-28.304,1010.16,0.56,-0.7000000000000001,0.7000000000000001,119.84799766150248,640.7483192049108,-1374.4519146448406,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7566395,33.184,-16.592,1018.944,0.6300000000000001,-0.7000000000000001,0.6300000000000001,117.80181233557438,641.0406313943291,-1375.9134755919322,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7865527,40.992,-28.304,1013.088,0.6300000000000001,-0.7000000000000001,0.56,117.21718795673779,635.1943876059631,-1375.6211634025137,23.91,1005.510986328125,0.0,0.0,0.0
1745230564.7865527,39.04,-20.496,1007.232,0.56,-0.77,0.6300000000000001,122.18649517684887,638.7021338789827,-1369.7749196141478,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.7865527,40.016,-30.256,1003.328,0.6300000000000001,-0.77,0.6300000000000001,114.5863782519731,634.6097632271266,-1380.0058462437883,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.7865527,40.016,-25.375999999999998,1008.208,0.7000000000000001,-0.77,0.56,116.3402513884829,639.5790704472377,-1380.0058462437883,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.7865527,22.448,-26.352,1007.232,0.6300000000000001,-0.8400000000000001,0.56,121.01724641917568,638.994446068401,-1382.9289681379712,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8065603,35.135999999999996,-30.256,1009.184,0.6300000000000001,-0.77,0.6300000000000001,116.6325635779012,637.5328851213095,-1383.2212803273896,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8065603,30.256,-25.375999999999998,1016.016,0.6300000000000001,-0.7000000000000001,0.6300000000000001,112.24788073662671,640.7483192049108,-1378.8365974861151,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8065603,27.328,-27.328,1013.088,0.6300000000000001,-0.7000000000000001,0.7000000000000001,115.1710026308097,639.5790704472377,-1388.1905875475006,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8065603,32.208,-31.232,1011.136,0.6300000000000001,-0.7000000000000001,0.7000000000000001,114.2940660625548,636.3636363636364,-1384.9751534638995,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8065603,35.135999999999996,-20.496,1015.04,0.7000000000000001,-0.77,0.7000000000000001,111.07863197895352,639.5790704472377,-1386.4367144109908,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.836949,34.16,-22.448,1010.16,0.6300000000000001,-0.8400000000000001,0.6300000000000001,110.20169541069862,634.9020754165448,-1384.3905290850628,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.836949,34.16,-26.352,999.424,0.56,-0.77,0.49000000000000005,112.8325051154633,639.5790704472377,-1383.2212803273896,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.836949,28.304,-17.567999999999998,1007.232,0.6300000000000001,-0.77,0.6300000000000001,106.98626132709734,634.6097632271266,-1384.682841274481,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.836949,46.848,-18.544,1007.232,0.7000000000000001,-0.77,0.7000000000000001,112.54019292604501,641.6252557731657,-1379.1289096755334,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.836949,37.088,-12.687999999999999,1010.16,0.6300000000000001,-0.7000000000000001,0.6300000000000001,112.54019292604501,637.5328851213095,-1386.4367144109908,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8669627,27.328,-17.567999999999998,1013.088,0.7000000000000001,-0.7000000000000001,0.7000000000000001,116.0479391990646,639.2867582578193,-1385.2674656533177,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8669627,41.967999999999996,-29.28,1008.208,0.7000000000000001,-0.7000000000000001,0.7000000000000001,108.15551008477053,636.6559485530546,-1382.9289681379712,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8669627,39.04,-21.472,1012.112,0.6300000000000001,-0.77,0.7000000000000001,113.1248173048816,646.3022508038584,-1382.0520315697163,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8669627,32.208,-24.4,999.424,0.6300000000000001,-0.8400000000000001,0.77,108.44782227418882,643.6714410990938,-1385.559777842736,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8669627,27.328,-18.544,1010.16,0.6300000000000001,-0.77,0.6300000000000001,108.74013446360712,642.2098801520023,-1382.636655948553,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8774364,34.16,-19.52,1010.16,0.6300000000000001,-0.8400000000000001,0.6300000000000001,111.95556854720841,645.7176264250219,-1386.1444022215726,23.92,1005.51416015625,0.0,0.0,0.0
1745230564.8774364,24.4,-21.472,1003.328,0.6300000000000001,-0.7000000000000001,0.7000000000000001,111.37094416837182,634.6097632271266,-1377.9596609178602,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.8774364,31.232,-29.28,1016.016,0.6300000000000001,-0.8400000000000001,0.6300000000000001,109.32475884244373,641.3329435837475,-1383.5135925168079,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.8774364,45.872,-13.664,1008.208,0.7000000000000001,-0.77,0.6300000000000001,116.6325635779012,641.0406313943291,-1378.8365974861151,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.8774364,29.28,-16.592,1006.256,0.6300000000000001,-0.77,0.6300000000000001,112.24788073662671,640.1636948260742,-1380.8827828120432,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9071982,23.424,-25.375999999999998,1007.232,0.56,-0.77,0.6300000000000001,114.8786904413914,640.1636948260742,-1378.2519731072784,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9071982,31.232,-25.375999999999998,1007.232,0.56,-0.77,0.7000000000000001,110.78631978953521,636.6559485530546,-1375.9134755919322,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9071982,24.4,-23.424,1005.28,0.6300000000000001,-0.77,0.7000000000000001,117.50950014615609,636.071324174218,-1381.1750950014614,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9071982,36.112,-36.112,997.472,0.6300000000000001,-0.77,0.7000000000000001,114.5863782519731,640.4560070154926,-1381.759719380298,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9071982,36.112,-16.592,1002.352,0.6300000000000001,-0.77,0.7000000000000001,112.8325051154633,643.3791289096755,-1385.2674656533177,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9375505,25.375999999999998,-32.208,1016.016,0.56,-0.77,0.6300000000000001,112.24788073662671,643.6714410990938,-1382.9289681379712,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9375505,27.328,-32.208,1012.112,0.6300000000000001,-0.77,0.7000000000000001,112.24788073662671,642.5021923414206,-1380.8827828120432,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9375505,29.28,-14.64,1007.232,0.56,-0.8400000000000001,0.6300000000000001,111.07863197895352,634.6097632271266,-1376.2057877813504,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9375505,20.496,-18.544,1007.232,0.6300000000000001,-0.77,0.6300000000000001,116.6325635779012,637.8251973107278,-1384.0982168956446,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9375505,39.04,-17.567999999999998,1005.28,0.7000000000000001,-0.77,0.7000000000000001,115.1710026308097,642.7945045308389,-1377.0827243496053,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9575598,35.135999999999996,-8.783999999999999,997.472,0.6300000000000001,-0.8400000000000001,0.7000000000000001,115.1710026308097,639.8713826366559,-1377.9596609178602,23.92,1005.483642578125,0.0,0.0,0.0
1745230564.9575598,28.304,-14.64,1010.16,0.6300000000000001,-0.8400000000000001,0.7000000000000001,117.50950014615609,639.8713826366559,-1378.2519731072784,23.92,1005.483642578125,0.0,0.0,0.0
