Timestamp,Axl.X,Axl.Y,Axl.Z,Gyr.X,Gyr.Y,Gyr.Z,Mag.X,Mag.Y,Mag.Z,Temp,Press,Range,Lum,IRLum
1745230349.0332506,26.352,-33.184,1011.136,0.56,-0.6300000000000001,0.56,88.86290558316281,644.2560654779304,-1373.2826658871675,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0332506,35.135999999999996,-13.664,1013.088,0.7000000000000001,-0.7000000000000001,0.49000000000000005,83.60128617363344,641.3329435837475,-1373.2826658871675,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0332506,26.352,-21.472,1012.112,0.6300000000000001,-0.7000000000000001,0.7000000000000001,86.52440806781642,646.3022508038584,-1364.2209880152002,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0332506,23.424,-27.328,1018.944,0.7000000000000001,-0.77,0.6300000000000001,86.52440806781642,651.8561824028062,-1367.1441099093831,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0332506,40.016,-19.52,1016.016,0.6300000000000001,-0.8400000000000001,0.56,87.40134463607131,648.0561239403683,-1375.9134755919322,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.043528,25.375999999999998,-24.4,1015.04,0.56,-0.7000000000000001,0.6300000000000001,83.89359836305174,646.0099386144402,-1372.6980415083308,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.043528,26.352,-25.375999999999998,1008.208,0.6300000000000001,-0.77,0.7000000000000001,87.98596901490792,643.9637532885121,-1377.0827243496053,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.043528,37.088,-19.52,1015.04,0.6300000000000001,-0.7000000000000001,0.6300000000000001,82.72434960537853,643.6714410990938,-1372.6980415083308,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.043528,31.232,-30.256,1009.184,0.6300000000000001,-0.7000000000000001,0.56,84.47822274188833,646.3022508038584,-1375.0365390236773,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.043528,27.328,-20.496,1007.232,0.56,-0.8400000000000001,0.7000000000000001,88.27828120432622,646.3022508038584,-1365.6825489622915,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0784304,35.135999999999996,-17.567999999999998,1014.064,0.56,-0.77,0.6300000000000001,88.57059339374452,648.3484361297866,-1370.944168371821,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0784304,27.328,-27.328,1010.16,0.7000000000000001,-0.77,0.56,90.32446653025431,651.8561824028062,-1367.7287342882198,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0784304,38.064,-20.496,1013.088,0.7000000000000001,-0.77,0.6300000000000001,87.40134463607131,646.8868751826951,-1377.667348728442,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0784304,36.112,-19.52,1009.184,0.6300000000000001,-0.77,0.6300000000000001,86.81672025723472,644.840689856767,-1374.4519146448406,23.97,1005.586181640625,0.0,0.0,0.0
1745230349.0784304,20.496,-36.112,1011.136,0.6300000000000001,-0.77,0.56,87.69365682548963,648.6407483192049,-1370.3595439929845,24.0,1005.5791015625,0.0,0.0,0.0
1745230349.1084461,40.016,-25.375999999999998,1016.016,0.6300000000000001,-0.7000000000000001,0.56,92.3706518561824,652.4408067816428,-1369.4826074247296,24.0,1005.5791015625,0.0,0.0,0.0
1745230349.1084461,27.328,-7.808,1004.304,0.7000000000000001,-0.7000000000000001,0.56,86.81672025723472,650.1023092662964,-1368.3133586670563,24.0,1005.5791015625,0.0,0.0,0.0
