Timestamp [ms][dev],Gyr.X,Gyr.Y,Gyr.Z,Axl.X,Axl.Y,Axl.Z,Mag.X,Mag.Y,Mag.Z,Temp,Hum
1740486669594,-13.29125,5.83625,7.1225,-461.892,-825.696,-180.194,210.1725,121.0172,-229.3189,22.69518,20.4806
1740486669595,-13.72,5.6875,7.735,-452.376,-822.89,-188.734,220.6957,128.325,-251.3885,22.69518,20.4806
1740486669596,-14.0175,5.60875,8.26,-451.766,-829.234,-195.688,218.3572,116.0479,-242.0345,22.69518,20.4806
1740486669598,-14.48125,5.50375,8.58375,-439.566,-849.364,-213.134,214.2648,127.7404,-233.7036,22.69518,20.4806
1740486669599,-13.1425,4.83,8.89,-398.696,-935.374,-194.59,213.9725,125.1096,-245.1038,22.69518,20.4806
1740486669600,-9.52875,3.59625,9.905,-386.008,-980.026,-195.932,219.5264,120.1403,-231.9497,22.69518,20.4806
1740486669601,-6.9475,4.0775,11.05125,-394.67,-931.958,-178.608,207.5416,128.9097,-241.1575,22.69518,20.4806
1740486669603,-5.62625,3.96375,11.9875,-434.808,-937.082,-194.468,213.0956,127.4481,-234.4344,22.69518,20.4806
1740486669604,-3.10625,2.96625,13.72875,-464.82,-976.61,-228.018,211.9263,122.4788,-230.7805,22.69518,20.4806
1740486669605,-0.105,0.95375,15.6975,-463.844,-972.218,-255.224,216.8956,119.848,-228.442,22.69518,20.4806
1740486669606,1.81125,-1.37375,17.5525,-527.162,-1029.436,-281.576,223.3265,128.0327,-230.0497,22.69518,20.4806
1740486669607,9.7825,-8.1025,21.48125,-591.822,-1312.842,-408.822,222.1573,125.9865,-232.6805,22.69518,20.4806
1740486669609,20.32625,-13.7025,25.7775,-464.088,-1167.906,-375.272,220.1111,122.1865,-235.1651,22.69518,20.4806
1740486669610,20.545,-13.01125,26.32875,-534.36,-1045.906,-230.702,226.8342,128.0327,-227.8573,22.69518,20.4806
1740486669611,21.55125,-15.19,26.90625,-479.582,-1006.378,-274.744,222.1573,128.0327,-239.2575,22.69518,20.4806
1740486669612,22.505,-13.04625,26.53,-464.82,-939.156,-264.13,230.342,125.4019,-231.0728,22.69518,20.4806
1740486669614,22.09375,-10.5,25.76875,-483.852,-870.836,-244.488,221.8649,128.0327,-236.7729,22.69518,20.4806
1740486669615,20.01125,-9.065,24.64875,-502.274,-824.964,-226.92,214.5571,126.5712,-240.1344,22.69518,20.4806
1740486669616,17.5175,-8.05875,23.26625,-498.736,-805.078,-222.894,216.0187,120.4326,-234.4344,22.69518,20.4806
1740486669618,14.875,-7.56875,21.84,-527.04,-758.962,-211.426,210.7571,120.1403,-237.5036,22.69518,20.4806
1740486669619,8.49625,-10.955,19.355,-582.184,-644.16,-253.15,208.4186,116.6326,-240.1344,22.69518,20.4806
1740486669620,0.58625,-16.3625,16.89625,-456.89,-769.454,-265.96,216.8956,119.5557,-238.2344,22.69518,20.4806
1740486669621,-2.38875,-18.33125,15.09375,-496.052,-670.39,-284.382,212.8033,121.8942,-230.7805,22.69518,20.4806
1740486669623,-22.98625,-36.155,8.5925,-436.638,-185.44,-628.544,219.5264,121.3096,-238.5267,22.69518,20.4806
1740486669624,-33.915,-41.37875,8.015,-329.4,-800.198,-313.784,216.311,119.2634,-233.7036,22.69518,20.4806
1740486669625,-29.4525,-34.79875,6.0725,-452.01,-890.722,-187.88,221.5726,124.525,-233.4113,22.69518,20.4806
1740486669626,-26.74875,-34.06375,4.7425,-415.776,-899.384,-260.958,216.0187,121.6019,-237.2113,22.69518,20.4806
1740486669627,-23.73,-30.44125,3.38625,-418.338,-973.682,-183.122,219.8188,120.7249,-237.3575,22.69518,20.4806
1740486669629,-18.48875,-26.32,3.36875,-421.998,-991.494,-197.64,220.1111,120.7249,-247.0038,22.69518,20.4806
1740486669630,-14.42875,-22.12,3.3775,-461.404,-1000.034,-228.872,216.311,120.7249,-244.6653,22.69518,20.4806
1740486669631,-11.48875,-19.01375,2.975,-475.922,-999.546,-214.598,217.4803,123.9404,-235.3113,22.69518,20.4806
1740486669632,-9.66875,-15.61,2.47625,-500.2,-1014.064,-203.13,220.4034,117.5095,-244.5191,22.69518,20.4806
1740486669634,-7.88375,-12.8275,2.1875,-518.134,-1019.92,-194.59,212.2186,123.0634,-239.9883,22.69518,20.4806
1740486669635,-6.615,-10.78,1.53125,-535.702,-1013.942,-180.194,217.1879,125.9865,-231.2189,22.69518,20.4806
1740486669636,-5.53875,-9.12625,0.90125,-559.004,-1007.354,-178.242,216.311,121.0172,-238.5267,22.69518,20.4806
1740486669637,-4.305,-7.86625,0.51625,-571.082,-989.542,-169.946,219.5264,121.3096,-239.1114,22.69518,20.4806
1740486669639,-3.2375,-7.07,0.42,-587.064,-973.926,-174.338,218.9418,119.2634,-233.7036,22.69518,20.4806
1740486669640,-2.5375,-6.86875,0.51625,-593.286,-961.36,-180.804,216.0187,120.4326,-237.3575,22.69518,20.4806
1740486669641,-1.61875,-6.2475,0.55125,-596.092,-950.258,-194.224,217.4803,122.7711,-240.8652,22.69518,20.4806
1740486669643,-1.1025,-5.775,0.8225,-602.436,-931.104,-187.27,213.0956,125.4019,-242.6191,22.69518,20.4806
1740486669644,-0.6825,-5.60875,0.91,-594.75,-921.222,-196.054,218.6495,126.5712,-243.3499,22.69518,20.4806
1740486669645,-0.035,-5.39,0.9275,-592.676,-920.246,-204.472,220.988,122.7711,-243.6422,22.69518,20.4806
1740486669646,0.595,-5.18,1.09375,-593.896,-915.854,-218.502,223.9111,128.325,-236.4805,22.69518,20.4806
1740486669647,1.28625,-5.27625,1.21625,-592.554,-932.934,-239.364,218.6495,121.8942,-235.8959,22.69518,20.4806
1740486669649,3.54375,-4.96125,1.18125,-573.278,-1010.038,-301.34,224.4958,116.3402,-234.2882,22.69518,20.4806
1740486669650,7.27125,-4.305,1.25125,-579.378,-918.66,-253.394,223.9111,123.3557,-249.05,22.69518,20.4806
1740486669651,7.63,-4.45375,2.1875,-591.334,-904.874,-231.312,226.2496,125.1096,-236.919,22.69518,20.4806
1740486669652,8.33,-4.68125,2.61625,-592.188,-915.366,-250.71,224.4958,119.5557,-237.0652,22.69518,20.4806
1740486669654,9.42375,-4.82125,3.01,-591.822,-896.212,-261.812,220.4034,120.7249,-235.019,22.69518,20.4806
1740486669655,10.465,-4.6375,3.4125,-589.016,-879.498,-248.88,222.1573,116.6326,-245.2499,22.69518,20.4806
1740486669656,10.9375,-5.005,3.99,-595.848,-855.098,-227.164,220.988,122.7711,-243.7884,22.69518,20.4806
1740486669657,11.025,-5.5125,4.38375,-577.914,-843.264,-242.048,225.0804,119.2634,-233.4113,22.69518,20.4806
1740486669659,10.78,-5.73125,4.13,-551.684,-850.096,-249.368,222.4496,119.848,-239.696,22.69518,20.4806
1740486669660,11.68125,-5.5475,4.41875,-542.168,-839.116,-257.176,217.1879,122.4788,-235.4575,22.69518,20.4806
1740486669661,13.0375,-5.31125,4.97,-516.548,-826.184,-266.692,214.8494,119.2634,-226.8342,22.69518,20.4806
1740486669663,14.97125,-4.9175,5.7925,-471.286,-793.244,-271.328,217.4803,119.2634,-234.7267,22.69518,20.4806
1740486669664,15.30375,-4.3925,6.29125,-408.7,-749.08,-266.204,216.311,118.0941,-238.3806,22.69518,20.4806
1740486669665,14.27125,-3.2725,5.85375,-318.298,-754.326,-283.894,220.988,114.0017,-229.3189,22.69518,20.4806
1740486669666,13.405,-1.54,4.96125,-288.286,-773.114,-254.004,223.6188,119.2634,-245.5422,22.69518,20.4806
1740486669667,13.7025,0.02625,5.7575,-226.798,-774.7,-268.888,225.9573,114.5864,-232.5343,22.69518,20.4806
1740486669669,15.68875,2.24,9.1875,-96.99,-758.596,-334.768,223.0342,118.0941,-240.2806,22.69518,20.4806
1740486669670,16.0475,5.5125,12.005,-173.362,-688.934,-262.056,229.7574,122.4788,-247.8807,22.69518,20.4806
1740486669671,13.93875,7.74375,13.08125,-225.578,-666.364,-260.348,224.4958,125.4019,-234.1421,22.69518,20.4806
1740486669672,11.94375,9.77375,14.21875,-254.614,-648.308,-266.814,219.8188,124.8173,-240.8652,22.69518,20.4806
1740486669674,9.695,11.655,15.3475,-288.652,-638.182,-237.412,225.9573,123.648,-235.4575,22.69518,20.4806
1740486669675,7.5075,12.9675,16.03875,-317.932,-631.35,-207.766,223.9111,122.4788,-234.1421,22.69518,20.4806
1740486669676,5.1975,13.615,16.51125,-341.966,-640.012,-204.472,221.2803,124.2327,-230.9266,22.69518,20.4806
1740486669677,3.2025,14.21875,16.695,-352.702,-653.188,-195.932,220.988,122.1865,-235.1651,22.69518,20.4806
1740486669679,1.1375,14.65625,16.79125,-362.584,-663.68,-187.026,211.634,125.1096,-236.919,22.69518,20.4806
1740486669680,-0.7,15.07625,16.6425,-367.586,-681.004,-197.396,216.6033,110.7863,-242.9114,22.69518,20.4806
1740486669681,-2.47625,15.61875,16.205,-370.392,-708.576,-193.004,213.6802,113.1248,-233.2651,22.69518,20.4806
1740486669683,-3.75375,15.91625,15.715,-382.958,-732.61,-179.706,217.4803,120.1403,-242.0345,22.69518,20.4806
1740486669684,-4.6025,16.1175,15.49625,-391.864,-753.716,-179.584,217.1879,120.4326,-230.1958,22.69518,20.4806
1740486669685,-5.32,16.16125,15.32125,-412.604,-769.088,-175.924,218.0649,124.2327,-231.2189,22.69518,20.4806
1740486669686,-6.055,16.17,15.11125,-431.514,-779.336,-185.074,217.1879,118.6787,-231.0728,22.69518,20.4806
1740486669687,-6.57125,16.00375,14.91,-455.548,-801.052,-184.22,216.0187,118.0941,-235.3113,22.69518,20.4806
1740486669688,-6.65875,15.5575,14.8925,-474.336,-811.788,-178.974,226.2496,121.0172,-242.6191,22.69518,20.4806
1740486669690,-6.895,14.7875,14.8925,-493.734,-821.792,-181.17,213.0956,113.4171,-244.0807,22.69518,20.4806
1740486669691,-7.1925,14.07,14.79625,-516.182,-837.896,-173.606,219.2341,119.2634,-232.0959,22.69518,20.4806
1740486669692,-7.28875,12.53875,14.58625,-677.344,-871.324,49.898,224.4958,116.6326,-237.5036,22.69518,20.4806
1740486669694,-7.48125,2.5375,13.8775,-716.75,-875.594,80.642,221.2803,112.8325,-235.7498,22.69518,20.4806
1740486669695,-7.7525,0.04375,13.57125,-648.796,-891.698,-278.404,222.1573,125.4019,-247.0038,22.69518,20.4806
1740486669696,-5.81875,3.4125,14.21875,-509.96,-886.086,-502.884,218.9418,116.9249,-242.4729,22.69518,20.4806
1740486669697,-4.2525,8.02375,14.27125,-588.04,-879.986,-227.652,220.4034,121.3096,-239.1114,22.69518,20.4806
1740486669699,-5.53875,5.88,13.2125,-658.19,-896.944,-40.504,220.6957,120.1403,-227.4189,22.69518,20.4806
1740486669700,-6.34375,1.925,11.85625,-646.234,-917.928,-66.49,218.9418,121.6019,-236.0421,22.69518,20.4806
1740486669701,-5.5125,-0.2975,11.97875,-555.466,-909.022,-277.794,216.0187,114.2941,-230.1958,22.69518,20.4806
