mean_accel_X,sd_accel_X,mad_accel_X,max_accel_X,min_accel_X,energy_accel_X,entropy_accel_X,iqr_accel_X,kurtosis_accel_X,skewness_accel_X,correlation_accel_X,mean_accel_Y,sd_accel_Y,mad_accel_Y,max_accel_Y,min_accel_Y,energy_accel_Y,entropy_accel_Y,iqr_accel_Y,kurtosis_accel_Y,skewness_accel_Y,correlation_accel_Y,mean_accel_Z,sd_accel_Z,mad_accel_Z,max_accel_Z,min_accel_Z,energy_accel_Z,entropy_accel_Z,iqr_accel_Z,kurtosis_accel_Z,skewness_accel_Z,correlation_accel_Z,mean_gyro_X,sd_gyro_X,mad_gyro_X,max_gyro_X,min_gyro_X,energy_gyro_X,entropy_gyro_X,iqr_gyro_X,kurtosis_gyro_X,skewness_gyro_X,correlation_gyro_X,mean_gyro_Y,sd_gyro_Y,mad_gyro_Y,max_gyro_Y,min_gyro_Y,energy_gyro_Y,entropy_gyro_Y,iqr_gyro_Y,kurtosis_gyro_Y,skewness_gyro_Y,correlation_gyro_Y,mean_gyro_Z,sd_gyro_Z,mad_gyro_Z,max_gyro_Z,min_gyro_Z,energy_gyro_Z,entropy_gyro_Z,iqr_gyro_Z,kurtosis_gyro_Z,skewness_gyro_Z,correlation_gyro_Z,mean_mag_X,sd_mag_X,mad_mag_X,max_mag_X,min_mag_X,energy_mag_X,entropy_mag_X,iqr_mag_X,kurtosis_mag_X,skewness_mag_X,correlation_mag_X,mean_mag_Y,sd_mag_Y,mad_mag_Y,max_mag_Y,min_mag_Y,energy_mag_Y,entropy_mag_Y,iqr_mag_Y,kurtosis_mag_Y,skewness_mag_Y,correlation_mag_Y,mean_mag_Z,sd_mag_Z,mad_mag_Z,max_mag_Z,min_mag_Z,energy_mag_Z,entropy_mag_Z,iqr_mag_Z,kurtosis_mag_Z,skewness_mag_Z,correlation_mag_Z,mean_temp,sd_temp,mad_temp,max_temp,min_temp,energy_temp,entropy_temp,iqr_temp,kurtosis_temp,skewness_temp,correlation_temp,psd_mean_accel_X,psd_max_accel_X,psd_min_accel_X,psd_max(Hz)__accel_X,psd_mean_accel_Y,psd_max_accel_Y,psd_min_accel_Y,psd_max(Hz)__accel_Y,psd_mean_accel_Z,psd_max_accel_Z,psd_min_accel_Z,psd_max(Hz)__accel_Z,psd_mean_gyro_X,psd_max_gyro_X,psd_min_gyro_X,psd_max(Hz)__gyro_X,psd_mean_gyro_Y,psd_max_gyro_Y,psd_min_gyro_Y,psd_max(Hz)__gyro_Y,psd_mean_gyro_Z,psd_max_gyro_Z,psd_min_gyro_Z,psd_max(Hz)__gyro_Z,psd_mean_mag_X,psd_max_mag_X,psd_min_mag_X,psd_max(Hz)__mag_X,psd_mean_mag_Y,psd_max_mag_Y,psd_min_mag_Y,psd_max(Hz)__mag_Y,psd_mean_mag_Z,psd_max_mag_Z,psd_min_mag_Z,psd_max(Hz)__mag_Z
-637.9830880851064,140.92002446129226,125.16702239999996,510.936,-2042.768,80253584449.1813,7.009934498291667,171.288,3.799314007461459,0.5750944165006688,0.889779717718653,-740.6051090638298,150.6220274372417,135.29614559999996,330.864,-1327.36,107382366784.5063,7.1015937453578,183.0,3.271351854735955,0.680530336615351,0.8831438601530337,120.72125310638297,202.44307070201768,178.70667359999996,1308.816,-968.68,10444640768.248575,7.37740206435936,243.024,2.014706668075921,0.7676056064931326,0.8805811215600141,-0.1393065159574469,12.487345423948573,7.627976999999999,132.93,-122.675,29319046.050175,7.049874079738437,10.254999999999999,17.624642065133315,0.5213634498720886,0.9856101135976769,0.7383421276595743,16.559100266581577,8.30256,232.26,-137.795,51652528.5346,7.177173483435151,11.2,29.6664195689363,2.255714542083547,0.9896241002050373,-0.3156525265957446,11.479307386374593,6.071247,197.225,-144.515,24792205.528125,6.781536473154456,8.225,86.27014891871872,3.468296902132563,0.9854214300244992,36.063348892365966,70.69385567878476,59.797980081,681.2802,-417.3608,1184054038.8230572,5.758070128863141,81.543187,2.6721905357035496,0.41368892376742705,0.8944540360689857,390.00070550478716,27.17640324108953,18.199359780000023,519.0706,50.85489,28733751412.665676,4.521979682310286,24.55060000000003,32.315867329611265,-3.5224233283597597,0.970704219782869,-227.9262084936723,52.54028456882283,41.59864253999998,362.1219,-573.4327,10285634787.442785,6.054236127240172,56.115700000000004,7.653440076090979,-0.576630511511862,0.9786182335394407,25.157601010638295,0.443737444141979,0.35582399999999764,25.53,0.0,119023136.6107,4.27373197797826,0.5199999999999996,2030.6076277893872,-35.912199907826896,0.9918182173999563,2.5032595131293363,27.107028359937225,0.3960239665118978,84.375,2.520303991329834,20.454768378732542,0.4093489453988197,90.625,3.270898414531575,32.987090038333584,0.44437599004279515,84.375,0.08366524403679225,0.5436931784822038,0.023783010214980062,100.0,0.11014424124911981,0.8043042830021209,0.026594577952760032,84.375,0.07034901220642917,0.6672061675102574,0.012190365731493888,84.375,0.819857083108538,20.14328438914722,0.04758338266115326,50.0,0.24779009966558715,2.499636034622841,0.02387605731773653,50.0,0.42086912552637373,6.730099078811538,0.05151260064477679,50.0
-556.7613181276596,161.98957328783237,139.63719840000005,645.624,-3244.224,63210045756.216064,7.1413590785215435,189.344,7.184826554130959,0.5125759214519682,0.906510907881532,-791.220313319149,207.60333939904922,116.48491679999997,1290.76,-1439.6,125796158279.6894,7.014742260964572,157.6239999999999,28.34020873722164,4.3424568305581,0.9624827342908293,65.57377740425532,189.04289897988383,151.2133392,1159.488,-718.336,7526946195.085248,7.245116483780133,204.95999999999998,4.610930419788192,1.3499600387564152,0.9050075734985938,-0.14884345744680855,10.90961031664582,5.448555,119.525,-95.305,22379730.28795,6.762159479126738,7.385,25.36158338477766,0.6882246572147354,0.9878024142534698,0.6220814361702125,14.264071495601906,7.2128489999999985,506.275,-129.43,38323732.0739,7.016400796949144,9.695,145.9985552065249,5.448376595009298,0.9882137472455675,-0.28100978723404246,13.67575077026407,5.811792,217.98,-194.04,35175576.59245,6.734246271743051,7.875,91.3351965961539,0.01345871537142362,0.9903312114479818,1.7172245364287253,77.07504697677088,64.997806692,833.8448,-439.281,1117374264.034164,5.816143072234971,88.55765,4.646359158600777,0.7485091008393067,0.9054167932927221,399.55761012205846,69.06131621491954,22.099339079999996,515.5634,-274.441,30910156080.846752,4.65770288200223,29.811399999999992,59.0218422987189,-7.287898330736876,0.9951186076143029,-232.01198652958513,58.34557635763018,41.59864253999998,455.502,-594.9145,10759945012.488504,6.060978700925436,56.11580000000001,10.918924620948108,-1.4564981130846113,0.9795716990910027,23.75595659574468,0.385045038989661,0.4299539999999987,24.29,22.77,106124821.7424,4.776442496893411,0.6199999999999974,-0.9659122570538896,-0.49187097736946295,0.9999986297474406,2.5210553528491064,28.171977008758017,0.4356801892673837,84.375,1.9464581914687002,16.683287969468953,0.2809682530707687,87.5,2.6958684750335062,27.978028648751014,0.39836443310994224,84.375,0.06872617133250655,0.43992042595154923,0.019775474596671797,87.5,0.11357335332565467,0.9875278650555742,0.020470778286851836,15.625,0.06485165528664386,0.7778568624338443,0.009761663318602525,84.375,0.8468935621350907,20.20461114890014,0.05302116634733865,50.0,0.26413989396519183,3.812374415254656,0.026436184672447197,50.0,0.43356353824168214,7.881757978736832,0.04816565142793735,50.0
-570.1347712340424,144.12039014536794,140.36070719999995,935.496,-2142.808,65014955943.7536,7.075978274631475,189.832,2.6213962255627976,0.16663884161781917,0.8837514573720183,-802.6730010212765,147.88730990668765,130.95509279999996,239.608,-2081.808,125237043493.33209,7.105332565274072,176.65599999999995,1.4324141973199866,0.20734386840757477,0.9112598831319504,54.80103723404255,211.2345949296075,183.0477264,1061.888,-1088.728,8953118442.022335,7.432984180677367,249.368,1.503539233991912,0.38281414386908,0.9151419420753424,-0.3459969680851063,11.541198924848766,8.043104999999999,79.695,-104.545,25063836.2674,7.0647772363188786,10.85,7.049358487946627,-0.7115285300753764,0.9854154281081412,0.03455672872340434,17.001195269201485,9.496053,171.325,-254.905,54339575.892175,7.322089935922701,12.844999999999999,20.388561770574427,-1.3790734230943842,0.9921808150130179,-0.29668643617021273,9.248890156962409,7.212849,77.98,-108.22,16098352.9497,6.906956561927725,9.73,6.687587680270772,0.46966145648142366,0.9798512013728911,20.653417918994684,60.302216720294375,59.797987494,288.47,-199.9123,763825514.1088427,5.637312966259426,81.54318,-0.12301003284729894,-0.0729100205232734,0.8991588775713657,405.57153134627663,18.172283825997365,18.199359780000023,465.5853,319.1583,30985877470.11519,4.440409565800802,24.550599999999974,-0.0826241906151095,-0.23473484823916108,0.9388828879664813,-235.5520444807447,47.44909328732416,46.148445419999994,-12.27532,-454.6252,10854399985.798954,6.079952546186392,62.6918,0.5370794372816974,0.38685079955677626,0.9741323727300112,24.56619531914894,0.12830480352037246,0.13343399999999978,24.76,24.29,113460709.9248,3.711855130182089,0.20000000000000284,-0.9248532609954183,-0.5031605463360314,0.9999862998381873,2.6398958633857346,29.460918412011768,0.48920733118957455,87.5,2.235569721814538,18.831537905725586,0.3544584901669122,87.5,2.938590009437265,32.8175409428311,0.4797324199534733,87.5,0.07755929770949647,0.5662551584871826,0.02005191307653721,96.875,0.10652632812119822,0.6948706661143961,0.018734703062803944,12.5,0.06717580515950507,0.6738520775052202,0.010754494982828494,87.5,0.7043348993697777,15.790189681252,0.02993083269470659,50.0,0.2470579958463022,2.8125028833981944,0.025414543883990292,50.0,0.41914242718865696,6.832552238593165,0.03234249905590221,50.0
-661.5620280851064,257.55254386989395,270.5922911999999,432.856,-1870.504,94751488079.9785,7.659141772679292,370.87999999999994,-0.14449258676855736,-0.3211578020347091,0.7150150325698102,-730.0860847659574,287.72968469771433,311.108784,323.056,-1713.368,115772960985.15315,7.779522443767019,419.67999999999995,-0.42532844968598615,0.07325195471759015,0.7541432957671237,26.815727191489362,324.04682231741265,351.6252768,1255.136,-1334.68,19876275134.07533,7.876802624757013,473.848,-0.15510616719197667,-0.32740934535065097,0.817300358048711,-0.3880820478723405,14.53134477070725,11.986821,150.36,-233.31,39726179.481975,7.258511288903511,16.169999999999998,35.914569259474206,-0.8811222057055367,0.9524826181988403,0.4546177925531915,15.40471715848204,9.444161999999999,201.565,-404.81,44652016.451875,7.098459395938108,12.705,114.69262070739458,-2.99302341391211,0.9646054372941361,-0.6755636702127661,9.647547331994346,4.722080999999999,106.89,-273.0,17583839.4144,6.518287834698566,6.37,130.05490261955424,-6.943741798096477,0.961870116965983,255.5690565721522,75.21262706771037,54.598227599999944,933.801,-555.0197,13342820949.210728,5.796324664190132,74.52869999999999,1.4075822549037502,0.09751997033581587,0.8195081656077644,78.85631953584468,28.056753247425352,18.199374605999985,199.9123,-237.6151,1317033313.1215138,4.648105272061605,24.550629999999998,4.522669478084407,-1.634135553539467,0.9575255694845985,262.21089800566807,60.38409525135222,43.54855806000003,918.4568,-316.9662,13611345624.306532,6.150242096104323,58.746200000000016,15.447741625906716,1.7775952055163866,0.9703711772460845,24.27256617021277,0.07135271499003673,0.05930399999999873,25.43,23.96,110762561.218,3.217378398769893,0.0799999999999983,1.892442567290404,-0.5062459026207472,0.9988321324533953,6.033332192743693,75.78920214479602,0.6514050865165,84.375,5.929771585057775,86.3198610971234,0.663841985287069,84.375,6.042946006832772,84.43314110143453,0.6241085208000487,84.375,0.13475910694978835,1.917660790453391,0.02348131345097049,84.375,0.1359887895739424,1.694256954977987,0.026129912940909238,84.375,0.08982786299321883,0.7742444278469419,0.013217791771420795,84.375,1.133196597640247,28.610530880827657,0.056891413405697776,50.0,0.28905816709964754,3.794344102469302,0.02450375711805685,50.0,0.5233679754428757,11.367087608419622,0.03645220541119801,50.0
-580.3752254042553,194.32905618326075,145.42526880000003,1197.064,-2901.648,70424608892.15994,7.195162895638247,197.152,13.270123432748523,1.5165582494037102,0.9162986020905335,-791.782912425532,180.83101515297327,180.8772,283.04,-2340.448,124008534152.80269,7.308825178425261,244.48800000000006,0.9630792091465747,0.21421046159305376,0.8801309181009644,-26.75980187234042,265.3509646623024,270.5922912,2030.08,-1096.536,13371847220.236288,7.69035456198601,364.048,0.35715312093867935,0.2786654322218482,0.8421402820361187,-0.32208079787234034,12.364793306560735,7.212849,137.655,-134.225,28762314.8281,7.014117934301587,9.73,19.056574254137193,0.6491773676609819,0.9836431169431128,0.3880342021276597,21.109043150307816,10.949000999999999,337.68,-344.645,83799101.78185,7.351828031547173,14.77,53.50595708036445,0.9347968703998716,0.9798939556810702,-0.10728542553191492,13.152150370525012,10.585764,149.59,-149.345,32522054.09285,7.209164153368497,14.245,16.100660397362184,0.1725856601396623,0.9462775613989077,204.79586207854146,71.4023602470299,54.59822759999999,960.1052,-377.0276,8843447630.2908,5.64558355879711,73.65190000000001,7.960018944659392,-0.4942056901353649,0.9324274646671001,171.38932219684787,24.87071941907409,19.499303459999986,416.484,-60.49978,5638655641.580557,4.553328431858425,26.304299999999984,21.047903708881442,-1.4492564893679099,0.9629442098973361,278.0759581948351,48.04523557469962,37.04869139999996,887.3301,-385.3573,14971299330.887302,5.935411272426734,49.53970000000001,9.114338861849273,-0.19659035330947505,0.9761623250079898,23.99005473404256,0.1530013097250902,0.16308599999999915,24.17,23.68,108202673.4587,3.722320255726201,0.2699999999999996,-1.087346557658449,-0.5531262922177751,0.9999917063082137,2.8003477596029467,28.384431897758756,0.533816688764774,90.625,2.6848993521408318,34.95433545109883,0.34687720176622794,87.5,4.289571516515573,56.59105880979209,0.5822890536501573,87.5,0.08783073692791017,0.7143002308461113,0.016133813559771597,87.5,0.15987905722331763,1.5310923839442174,0.016133126165058027,90.625,0.12163691213071398,1.7147978710681184,0.012666861018132972,87.5,0.7118115091764108,14.932466729843851,0.03933628159749183,50.0,0.27087254914151,3.470291616171385,0.02298436308349813,50.0,0.448310155975961,6.38565381547873,0.037532826662634175,50.0
-604.396231106383,191.25979850562146,183.77123519999998,359.168,-1491.816,75552484983.29158,7.355537600532989,248.39199999999994,1.2896299571686205,0.4122917988835995,0.8281436635711267,-768.3732642978722,418.8516786874803,534.6730031999999,479.704,-1881.728,143976654544.36383,8.07988906544473,720.776,-1.0408468656657532,0.07832952884919307,0.7923837806671243,71.59566625531916,372.942782860421,447.8519472,1256.6,-1165.344,27111765551.953728,8.002302817420041,604.144,-0.7866099235195536,-0.03604706742304039,0.8162973082820623,-0.4869056648936169,16.23888105597998,16.138101,77.84,-102.76,49620143.293175,7.523093490050774,21.77,1.4011436148468608,-0.18671823778590307,0.9122145701014308,0.4676541755319148,15.188345851768407,8.925251999999999,288.505,-154.35,43409824.740625,7.068248681122547,12.075,58.24260776159948,1.881707182178796,0.9801421193807675,-0.4446169148936171,10.662291820266239,7.524195,102.725,-125.86,21409730.7151,6.812102506776466,10.15,34.60450529655193,-1.0139226802691113,0.9375886401312241,202.3256839588808,79.06910331727728,67.59781265999999,682.1569,-309.5134,8871263579.976416,5.891310560687483,92.0649,0.6608342235620319,0.04800713741716969,0.8466046757334234,140.44979114843298,34.01381330002326,27.299113799999972,317.4046,-246.3832,3926018508.883794,4.769223325201651,37.70269999999999,35.99932717792967,-4.032653032999567,0.9784396160538616,278.60849354102663,66.85860982822824,35.09877588000004,850.5042,-145.9886,15433435609.622633,5.916145175521578,48.2244,24.986401554900358,0.25343819824458963,0.9808660270456815,23.399435478723404,0.1638142796115619,0.20756400000000083,23.62,22.95,102941358.1513,3.5847698437215083,0.3200000000000003,-1.4052542518031959,-0.011796075892226318,0.9999693852962096,3.822888663807965,38.94659303272032,0.4690897383436787,81.25,6.813935682813547,141.01289023709265,0.609497184657635,84.375,5.896610103798616,116.73618993173469,0.5862243009074649,84.375,0.18652239479958466,3.477639351958011,0.024961687191634704,84.375,0.10645280970494046,1.175514035463154,0.01650134213873355,81.25,0.11295444689572792,1.7325833732154639,0.011680522836836918,84.375,1.074671929001015,27.709761775551478,0.05462524803736886,50.0,0.27262883862494286,3.3776095429369253,0.022197219472527254,50.0,0.5101789570223215,9.564279353162965,0.04264435565161857,50.0
-665.1547282127659,498.1163699731335,377.67159360000005,2518.568,-3519.456,129823289213.89587,8.23625631443705,512.4,3.188327536790882,0.38032313000540124,0.910933849038186,-682.7980177872341,553.8097092288795,462.32212319999996,2223.328,-3555.08,145308338795.31213,8.39327604338692,624.6400000000001,1.4803459790954916,0.0036019751082952875,0.9103700457890265,91.09240838297873,1197.3822019847864,1450.6351439999999,3028.04,-2856.264,271098695600.91245,9.123293778051517,1955.416,-1.0039115006799961,0.05576027136929183,0.9090092894400728,-0.2396468617021277,27.83100205730999,27.813576,110.53,-104.055,145628181.3882,8.079641495619661,37.519999999999996,0.05343192777078043,0.04375590601872474,0.9291420063671227,0.5024065691489361,33.13777717670101,33.988605,164.99,-182.175,206491463.339525,8.239599008229796,45.85,0.5866267911019327,0.11048988525719387,0.9367246768198283,-0.3664542819148936,21.08747358784046,15.619190999999999,183.54,-135.835,83624931.557475,7.6684809461708285,21.105,9.342243322279469,0.3865805600822798,0.9464211950612132,62.20973826341596,67.83751755073254,38.998695876,2672.512,-2538.36,1592727698.6539617,5.537795312004842,53.485310000000005,128.8691972532036,1.6702203450796538,0.9227196309397644,389.6312061073245,163.21583560296745,89.69700347999999,2489.259,-2067.514,33548927884.26498,6.3552725939419785,121.87639999999999,3.3708869673065003,-0.5479319046750342,0.8448780684106393,-208.22647461710534,153.48236529714694,105.29647590000005,2702.762,-3201.228,12580015466.634415,7.135971657701032,144.6734,7.284107421819325,0.07876736152696058,0.8239081346070903,24.104823404255317,0.24819046966300956,0.04447800000000168,24.2,0.0,109247572.592,3.0238599505554458,0.07000000000000028,8516.162898061113,-87.75697355146781,0.9753806834408949,6.925936948353447,177.93922670849807,0.7551477699408171,56.25,8.23807070127944,186.84534329847955,1.0701265767158097,56.25,14.190538576202155,441.46204853211765,1.4003363769160535,53.125,0.32245426514246617,9.177347525934161,0.03152186511224769,53.125,0.366818806502757,9.855151403653217,0.03883174014690155,53.125,0.2398010655390024,5.598229352108492,0.024229615365574508,56.25,0.9176505089154807,19.305617965311555,0.0651529374212165,50.0,2.2167497219583354,61.10377848474795,0.06938089759387589,50.0,2.230269807515227,56.28288587484284,0.09483550483658504,50.0
-639.1914799148935,553.0841842948497,433.3817712,2773.304,-3706.36,134319652325.5086,8.378608628117057,584.624,1.6277725862673469,0.03504111364356341,0.9070632393209161,-748.0419980425531,534.1187521532074,512.9677392,1062.864,-2973.872,158831453097.75116,8.390948421044225,692.472,0.15152125576826325,-0.1118540885381836,0.9031533919414914,56.26867127659573,1368.6282724400482,1725.5684879999997,3445.28,-3251.544,352744315016.67114,9.227112914281848,2325.3199999999997,-1.099192869385259,0.04631560947458413,0.9070976745275933,-0.4621764893617021,24.624183706321013,26.049281999999998,116.27,-152.39,114033431.34785,7.949639273389186,35.21,0.06975423334506159,0.05545288268315672,0.9171498281518864,0.10626707446808499,30.365137233927708,33.365913,161.63,-188.825,173345014.1206,8.140263929872502,45.045,0.4575773961595182,-0.055290951969189935,0.9234006883042242,-0.2792949734042553,17.163499144488952,16.138101,85.015,-106.575,55396482.624525,7.591743994721473,21.770000000000003,0.9384986215342614,-0.13515620005509565,0.923084255468329,41.23703166050001,60.883863631077595,58.498028988,995.1776,-993.424,1016575767.7486948,5.597659868187863,78.03595299999999,9.03622430571785,0.3094675230941748,0.9151978467982639,400.5780470997521,154.9090111186527,83.19728508000004,1224.025,-422.6216,34678375829.472176,6.338834157070147,113.10829999999999,0.17653787426317047,0.018711938768391938,0.8092796927755084,-198.13524934007447,141.21217510964658,92.94686268,675.1425,-1261.289,11129289680.008783,7.065193817117104,125.3836,0.423834125205099,0.024504186560129863,0.7983262700987683,24.239981489361703,0.0184641510782864,0.014826000000002316,24.27,24.2,110464484.1832,1.9218295681785909,0.019999999999999574,-0.9664025010024409,-0.3446734559204831,0.999408667685404,7.737327032787632,199.62769577373925,0.8856552040903858,56.25,8.082213883510937,188.37911468614442,0.9104584155799608,56.25,16.491987590809693,485.0174801581473,1.0605791517273506,53.125,0.31079333813618404,8.42443021549283,0.030801242033880356,53.125,0.36125536194639296,9.651702788761567,0.03611284687994595,56.25,0.23462829809821828,5.2204954521321465,0.01989678361986897,56.25,0.6654695022676403,16.08606205475145,0.048030229395458666,50.0,2.222938865668171,63.869501020197795,0.06480898402024897,50.0,2.0374150277960155,54.41893069311797,0.07700245470897903,50.0
-636.3918368936171,477.97773790375396,385.63019039999995,2186.728,-3476.024,119089741680.60934,8.215345869841176,520.696,3.2580297390072657,-0.17103725526719127,0.907604314665284,-757.2312560851065,563.8861947503987,517.308792,1783.152,-2947.032,167576643406.9541,8.439266567899857,698.816,0.31160763864755303,-0.1784873946972047,0.9033360645370672,4.440171829787235,1331.9018523935836,1691.5635743999999,3316.448,-3006.08,333506890830.09906,9.198399589244959,2298.48,-1.1232747259821478,0.12177073658789499,0.9083576198430515,-0.4138306914893617,22.411594911865375,22.416912,82.25,-97.965,94460256.07935,7.865917691502801,30.24,-0.15909998997187014,0.045668338591982355,0.9204095993946079,0.06867521276595753,33.61966196301328,37.569084,143.43,-189.245,212492710.43525,8.250754725348598,50.75,-0.2856075324150531,-0.04164422113489965,0.9212391686015766,-0.3512192287234042,17.174024299118212,15.878646,83.125,-94.08,55472952.580675,7.587924481664461,21.42,1.1197179605187797,0.0257428018703268,0.9226551696612351,30.329273884934036,65.72265363030758,57.19807048199999,1044.279,-924.1561,984990106.7969841,5.675580675288931,83.29679999999999,4.465074667758437,-0.50629835376456,0.8974600976998385,405.7424248299735,162.5907364330573,84.49722876000006,1310.829,-531.3459,35919754185.83352,6.376256700317781,114.86189999999999,0.2549077634444168,0.03455785801959347,0.8107897972357409,-180.93329678182982,154.59090003080158,92.94686268,786.4971,-1377.466,10647394501.908525,7.104691649743707,124.94510000000001,0.4257937743692084,-0.020146538419030503,0.794504665582553,24.279991914893614,0.009808833384297357,0.01482599999999705,24.31,24.26,110829403.4768,1.3678896671131127,0.019999999999999574,-0.6358677929836865,0.2601190255115132,0.9981976592860005,7.378185332802386,156.4366840754148,0.7408027634626062,56.25,8.696006977215713,179.64473012088308,1.0477760657739528,56.25,16.5706706362857,500.18090541395645,1.0991083923708524,53.125,0.2990941805658916,7.533789161976386,0.029509324199247032,53.125,0.4191870309446879,11.214900662277845,0.036837006421285984,53.125,0.23764160798220044,5.027868112381724,0.02171273898800454,56.25,0.819239648412966,20.098132412107372,0.05331132009307169,50.0,2.3189959842187116,67.42829302812892,0.07312535435843234,50.0,2.2483323581487618,61.140238238365896,0.08484987891544922,50.0
-707.0920283404254,1648.0945379530767,2214.6604368,2927.512,-4579.392,604641895388.1824,9.373544348719438,2986.56,-1.2372187548251374,-0.01888045539678384,0.9205925612130063,-687.8755461702128,990.8105636620778,1270.4814528000002,1797.304,-3292.048,273516146230.0935,8.904171148748475,1748.016,-1.146708460226265,-0.07286334752679355,0.9169739715553112,-92.75779404255317,618.7351410593326,656.2224815999999,1960.784,-2262.368,73589807596.64755,8.52243930144065,893.04,-0.27876286781846726,-0.2938719041774591,0.899230096232884,-0.3208816755319148,19.82099007616331,20.912073,99.645,-76.685,73878834.306375,7.735772770789728,28.314999999999998,-0.10113396083190951,-0.07006534300865694,0.9663409383676829,0.5130748670212769,23.613897676241724,22.780148999999998,281.575,-189.35,104880771.329075,7.795279782440538,30.8,13.978374655574111,0.7865817356804307,0.9533873781715726,-0.621963590425532,19.894542407173272,22.209348,80.465,-131.53,74481379.591325,7.703304817109224,30.134999999999998,1.054968684312935,-0.2114189834557739,0.919016016239921,291.7708385059745,92.29107278323652,55.89817127999995,2664.621,-2390.18,17605789974.13438,5.879950587479879,75.40559999999999,32.3459757278846,-0.4196065327328784,0.8242877200277214,93.87715692726277,275.71412442238767,159.894673848,3771.153,-3193.336,15948189393.486553,6.815176221246336,214.81807,0.8991647588632747,0.010320697550199476,0.8179856960659161,292.45180853795847,197.51773256063464,125.44575120000003,1965.366,-1613.766,23413728205.432545,7.305198557304979,168.78560000000002,0.12544725869908335,-0.011383142790705786,0.8068549765239134,22.744109148936168,0.31446521040737596,0.0889559999999981,22.85,0.0,97269957.0984,3.0128858439694493,0.14000000000000057,4945.930877871193,-68.42587030450701,0.9861780285055652,19.54790400890335,696.0370344437541,1.0073583951839675,50.0,13.059015353116532,407.9764550019754,0.7037260112127284,50.0,10.03508660127777,228.92051686043288,0.9871963437580954,50.0,0.1968718509967563,3.6885252173819856,0.019456873127628192,50.0,0.24556680031384956,7.271905298857281,0.022844887804579765,50.0,0.27632472964748267,7.362634019718935,0.024319893601645787,50.0,1.3839221073465942,36.73324262825021,0.05230049410879703,50.0,4.054754689153024,114.84213316708555,0.09329300499746412,50.0,2.924195751737127,78.48531372841362,0.07461988113211612,50.0
