Timestamp [ms][pc],Gyr.X,Gyr.Y,Gyr.Z,Axl.X,Axl.Y,Axl.Z,Mag.X,Mag.Y,Mag.Z,Temp,Hum
1740564263350,19.5475,-8.86375,-8.60125,-1068.354,-767.99,217.526,286.1736,-23.9696,177.7258,24.07824,20.70753
1740564263351,23.2925,-20.04625,-6.74625,-1138.382,-527.04,332.816,290.5583,-22.21572,162.3794,24.07824,20.70753
1740564263353,14.53375,-31.36,-7.00875,-1112.762,-421.632,-139.812,280.912,-22.21572,158.4332,24.07824,20.70753
1740564263354,10.21125,-41.04625,-9.905,-924.638,-590.724,-385.276,277.4043,-22.50804,156.8255,24.07824,20.70753
1740564263355,12.3025,-46.61125,-14.2275,-751.032,-634.766,-491.66,256.9424,-23.09266,166.3256,24.07824,20.70753
1740564263356,14.74375,-43.42625,-17.12375,-705.526,-594.872,-559.492,259.5732,-0.8769366,158.1409,24.07824,20.70753
1740564263357,15.505,-32.4275,-15.5225,-624.152,-625.494,-553.27,261.6194,-6.138556,168.2257,24.07824,20.70753
1740564263359,17.03625,-20.62375,-12.59125,-561.2,-676.124,-411.872,267.758,-0.5846244,157.9947,24.07824,20.70753
1740564263360,18.34,-14.175,-12.46,-507.52,-695.522,-303.658,244.9576,-12.86174,201.1108,24.07824,20.70753
1740564263361,20.3175,-11.725,-12.6175,-485.682,-645.624,-255.834,281.2043,-18.70798,167.4949,24.07824,20.70753
1740564263363,21.1925,-9.73875,-11.87375,-508.496,-607.682,-288.286,283.2505,-18.70798,177.5797,24.07824,20.70753
1740564263364,21.7,-6.125,-10.9725,-536.19,-569.252,-335.378,280.3274,-18.41567,150.1023,24.07824,20.70753
1740564263365,21.23625,-1.12875,-11.29625,-563.274,-552.782,-355.874,273.3119,-19.00029,146.4484,24.07824,20.70753
1740564263366,20.4225,3.85875,-12.10125,-599.508,-559.248,-323.3,261.9117,-9.938614,147.91,24.07824,20.70753
1740564263368,19.88,7.455,-13.15125,-644.526,-568.154,-271.328,225.665,-5.846243,168.0795,24.07824,20.70753
1740564263369,19.76625,9.09125,-13.71125,-699.182,-575.84,-232.532,259.2809,1.461561,153.61,24.07824,20.70753
1740564263370,19.73125,9.28375,-13.7725,-757.986,-570.838,-219.112,244.0807,5.261619,190.1491,24.07824,20.70753
1740564263371,19.8275,8.7675,-13.545,-798.246,-570.35,-211.914,275.6504,-3.507746,165.1564,24.07824,20.70753
1740564263373,19.5825,7.95375,-12.60875,-818.01,-572.79,-217.526,267.4656,-21.33879,171.1488,24.07824,20.70753
1740564263374,19.2675,7.105,-12.635,-834.48,-583.404,-226.31,279.4504,-14.90792,149.0792,24.07824,20.70753
1740564263375,18.795,6.0725,-12.74875,-852.414,-595.604,-238.998,254.6039,-21.6311,154.7793,24.07824,20.70753
1740564263376,18.4275,4.96125,-13.02875,-866.2,-616.466,-248.392,261.0348,-14.03098,141.4791,24.07824,20.70753
1740564263377,18.795,4.06875,-13.09,-868.396,-625.982,-254.126,238.5267,-4.676995,177.2873,24.07824,20.70753
1740564263379,19.11,3.17625,-13.02,-871.812,-629.642,-246.806,266.2964,-6.430868,157.7024,24.07824,20.70753
1740564263380,19.81,2.695,-13.04625,-878.034,-627.202,-232.898,260.7425,4.676995,163.1102,24.07824,20.70753
1740564263381,20.055,1.93375,-13.15125,-872.3,-616.466,-212.036,291.7275,-25.13885,160.0409,24.07824,20.70753
1740564263383,20.09875,1.33,-13.39625,-858.514,-607.804,-201.91,264.5425,-15.20023,145.133,24.07824,20.70753
1740564263384,20.01125,0.5425,-13.405,-846.802,-594.75,-197.152,273.0196,-22.21572,158.8717,24.07824,20.70753
1740564263385,19.7225,0.16625,-13.58,-834.48,-594.75,-195.81,225.0804,-0.2923122,166.6179,24.07824,20.70753
1740564263386,19.6525,-0.06125,-13.72875,-829.844,-589.992,-188.978,261.3271,7.307805,156.6793,24.07824,20.70753
1740564263388,19.92375,-0.0175,-13.72875,-817.4,-588.772,-175.924,258.404,4.676995,151.2715,24.07824,20.70753
1740564263389,19.7925,-0.06125,-13.76375,-809.47,-580.11,-170.19,285.589,-7.600117,151.2715,24.07824,20.70753
1740564263390,19.64375,-0.11375,-13.58875,-813.008,-583.892,-142.74,274.7734,-16.07717,149.0792,24.07824,20.70753
1740564263391,19.6,-1.18125,-13.7725,-816.424,-583.038,-112.484,278.2812,-7.015492,163.5487,24.07824,20.70753
1740564263393,19.67875,-2.1,-13.76375,-827.404,-572.668,-119.194,277.9889,-9.938614,146.4484,24.07824,20.70753
1740564263394,19.45125,-2.54625,-13.81625,-833.016,-571.692,-131.76,259.2809,13.15405,151.4177,24.07824,20.70753
1740564263395,19.71375,-2.6075,-13.48375,-831.308,-570.838,-131.394,258.6963,2.046185,147.1792,24.08892,20.64651
1740564263396,20.01125,-2.96625,-13.37,-837.774,-568.764,-142.618,247.2961,-7.015492,185.0336,24.08892,20.64651
1740564263397,19.8975,-3.66625,-13.27375,-838.14,-565.47,-164.456,270.9734,-21.92341,149.6638,24.08892,20.64651
1740564263399,19.705,-4.655,-13.4925,-844.24,-565.592,-177.632,261.3271,-15.20023,169.1026,24.08892,20.64651
1740564263400,20.545,-4.83,-12.59125,-903.654,-537.654,-189.954,257.8193,-9.938614,121.6019,24.08892,20.64651
1740564263401,20.8425,-3.92,-9.30125,-905.972,-539.728,-175.802,261.3271,7.307805,157.4101,24.08892,20.64651
1740564263402,20.79,-5.11,-8.295,-857.416,-562.542,-148.596,260.4501,16.07717,158.287,24.08892,20.64651
1740564263404,20.78125,-8.00625,-9.12625,-820.206,-556.686,-164.334,258.1117,-2.63081,182.2566,24.08892,20.64651
1740564263405,20.265,-10.4125,-11.0075,-787.754,-567.056,-190.32,273.8965,-6.138556,152.7331,24.08892,20.64651
1740564263406,20.11625,-11.0775,-12.3725,-775.798,-555.466,-220.82,254.3116,-15.20023,151.5639,24.08892,20.64651
1740564263408,20.4575,-9.94875,-13.06375,-763.964,-544.12,-219.112,252.85,9.35399,129.9328,24.08892,20.64651
1740564263409,20.51875,-8.74125,-13.27375,-749.08,-532.896,-210.938,257.527,13.15405,160.4794,24.08892,20.64651
1740564263410,20.25625,-8.37375,-13.51875,-728.706,-523.258,-195.078,273.6042,5.846243,156.2409,24.08892,20.64651
1740564263411,19.6875,-8.81125,-13.545,-718.58,-514.596,-219.356,247.0038,-16.95411,173.6334,24.08892,20.64651
1740564263413,19.11,-8.49625,-13.685,-714.676,-521.306,-253.15,272.7273,-5.846243,144.6945,24.08892,20.64651
1740564263414,18.76875,-7.65625,-13.57125,-713.944,-531.188,-271.572,236.4805,14.03098,169.1026,24.08892,20.64651
1740564263415,18.9875,-6.50125,-12.94125,-726.022,-531.31,-270.596,258.1117,14.61561,136.9483,24.08892,20.64651
1740564263416,18.5675,-5.62625,-11.92625,-725.9,-533.262,-268.522,240.5729,9.061677,159.3101,24.08892,20.64651
1740564263417,18.165,-5.6,-11.71625,-712.968,-554.612,-259.372,278.2812,-10.81555,145.8638,24.08892,20.64651
1740564263419,17.59625,-6.29125,-12.71375,-701.622,-573.644,-257.176,251.0962,-14.61561,170.8565,24.08892,20.64651
1740564263420,17.28125,-6.64125,-13.5625,-711.138,-585.6,-266.936,260.1578,-6.138556,137.5329,24.08892,20.64651
1740564263421,17.47375,-6.09875,-13.69375,-718.946,-593.286,-271.084,247.5884,10.81555,177.1412,24.08892,20.64651
1740564263422,17.52625,-5.22375,-13.405,-712.968,-593.53,-267.302,277.6966,21.92341,151.2715,24.08892,20.64651
1740564263424,17.71,-4.76875,-13.23875,-710.65,-591.456,-261.08,260.7425,-13.15405,162.5256,24.08892,20.64651
1740564263425,17.31625,-4.4975,-13.22125,-713.944,-588.406,-260.592,271.8503,-10.81555,134.9021,24.08892,20.64651
1740564263426,16.6075,-4.66375,-13.43125,-709.308,-590.968,-270.962,223.6188,6.430868,162.6717,24.08892,20.64651
1740564263428,16.2225,-4.6375,-13.9475,-706.624,-592.92,-286.212,261.6194,15.20023,148.4946,24.08892,20.64651
1740564263429,16.09125,-4.06875,-14.35875,-716.872,-591.09,-289.628,263.9579,25.13885,142.7945,24.08892,20.64651
1740564263430,15.88125,-3.17625,-14.4725,-727.12,-586.698,-284.87,278.8658,0.0,154.0485,24.08892,20.64651
1740564263431,15.70625,-2.1875,-14.49,-738.588,-580.842,-283.65,266.881,-9.646302,146.4484,24.08892,20.64651
1740564263433,15.40875,-1.575,-14.5075,-761.646,-582.306,-271.084,241.7422,17.83104,162.964,24.08892,20.64651
1740564263434,15.295,-1.12875,-14.30625,-769.21,-586.21,-261.08,251.9731,16.07717,155.9485,24.08892,20.64651
1740564263435,15.085,-1.155,-14.07875,-788.73,-588.528,-263.886,279.4504,3.507746,172.4642,24.08892,20.64651
1740564263437,15.00625,-0.84,-13.6675,-794.708,-592.432,-258.518,286.7582,7.307805,145.8638,24.08892,20.64651
1740564263437,14.74375,-0.8925,-13.32625,-813.618,-596.58,-243.756,256.0655,21.33879,136.2175,24.08892,20.64651
1740564263439,14.7875,-1.07625,-13.20375,-818.254,-599.264,-227.896,261.3271,24.55422,139.2868,24.08892,20.64651
1740564263440,14.55125,-1.3475,-13.125,-851.804,-603.412,-214.598,247.0038,16.95411,195.703,24.08892,20.64651
1740564263441,14.455,-1.54875,-12.2675,-865.834,-607.56,-211.06,270.6811,3.507746,147.91,24.08892,20.64651
1740564263442,14.4725,-2.26625,-11.97875,-851.072,-619.394,-209.108,247.0038,14.3233,162.3794,24.08892,20.64651
1740564263444,14.20125,-3.82375,-12.2675,-846.07,-625.372,-206.668,263.9579,28.93891,140.1637,24.08892,20.64651
1740564263445,14.4025,-4.87375,-12.66125,-842.776,-623.542,-198.86,287.9275,13.44636,148.4946,24.08892,20.64651
1740564263446,14.4025,-5.95875,-13.02875,-837.774,-612.562,-199.348,267.4656,-2.338497,149.2254,24.08892,20.64651
1740564263448,14.35,-6.62375,-13.44,-830.454,-599.264,-197.64,241.7422,-4.092371,169.5411,24.08892,20.64651
1740564263449,14.0875,-7.81375,-13.69375,-825.33,-583.892,-205.814,249.3423,25.43116,138.9944,24.08892,20.64651
1740564263450,13.85125,-8.56625,-13.46625,-807.396,-574.376,-207.766,263.6656,20.46185,186.0567,24.08892,20.64651
1740564263451,13.4225,-9.555,-13.09,-798.368,-573.034,-218.258,286.7582,2.338497,137.679,24.08892,20.64651
1740564263453,13.43125,-10.40375,-12.985,-791.17,-576.45,-220.576,256.0655,-3.507746,167.2026,24.08892,20.64651
1740564263454,13.41375,-11.17375,-12.99375,-792.39,-568.886,-227.652,259.5732,30.40047,144.8407,24.08892,20.64651
1740564263455,13.3525,-11.865,-13.15125,-778.238,-566.324,-228.628,252.85,23.38497,186.9336,24.08892,20.64651
1740564263457,12.97625,-12.53,-13.34375,-788.242,-561.81,-228.75,283.2505,7.600117,140.7483,24.08892,20.64651
1740564263458,12.705,-13.3175,-13.545,-780.556,-562.298,-241.926,243.7884,21.92341,159.164,24.08892,20.64651
1740564263459,12.4075,-13.53625,-13.64125,-786.656,-567.178,-251.808,261.6194,28.93891,144.6945,24.08892,20.64651
1740564263460,12.2675,-13.29125,-13.4575,-790.926,-569.252,-257.298,229.4651,25.43116,186.7875,24.08892,20.64651
1740564263461,12.52125,-13.055,-13.11625,-779.214,-588.162,-237.656,278.5735,14.3233,143.9637,24.08892,20.64651
1740564263462,12.67875,-13.13375,-13.16,-767.014,-595.238,-217.526,235.8959,12.56942,179.772,24.08892,20.64651
1740564263464,12.7575,-13.335,-13.15125,-787.51,-600.85,-200.934,261.0348,29.81584,145.2791,24.08892,20.64651
1740564263465,12.53875,-13.78125,-13.13375,-782.63,-599.996,-199.47,262.7886,28.64659,173.0488,24.08892,20.64651
1740564263466,12.215,-14.595,-13.4925,-790.804,-603.046,-203.618,273.3119,19.2926,136.2175,24.08892,20.64651
1740564263468,12.59125,-15.295,-13.615,-777.018,-607.072,-203.008,229.1727,12.56942,166.1795,24.08892,20.64651
1740564263469,12.76625,-15.225,-13.57125,-769.576,-613.66,-190.442,261.9117,29.23122,148.6407,24.08892,20.64651
1740564263470,13.20375,-15.51375,-14.49,-754.204,-610.122,-187.026,257.527,-4.384683,183.2797,24.08892,20.64651
1740564263471,13.51,-15.33875,-15.1375,-730.292,-594.75,-187.392,276.5273,17.83104,134.0251,24.08892,20.64651
1740564263473,13.72,-14.79625,-15.33875,-704.916,-589.26,-183.244,240.8652,25.43116,149.3715,24.08892,20.64651
1740564263474,13.78125,-13.9825,-15.6625,-691.008,-567.3,-188.734,287.3429,27.18503,141.9176,24.08892,20.64651
1740564263475,13.57125,-13.23,-15.77625,-686.738,-547.78,-219.966,237.3575,9.061677,177.2873,24.08892,20.64651
1740564263477,13.4925,-12.39,-15.49625,-683.2,-539.118,-243.024,264.5425,11.9848,132.1251,24.08892,20.64651
1740564263478,13.9125,-10.80625,-15.00625,-676.49,-544.486,-247.416,248.7577,33.6159,176.7027,24.08892,20.64651
1740564263479,14.51625,-9.05625,-14.44625,-662.338,-541.68,-230.092,289.9737,19.58492,150.5408,24.08892,20.64651
1740564263480,14.5425,-7.53375,-14.28,-672.952,-544.12,-234.484,253.4347,2.338497,177.5797,24.08892,20.64651
1740564263481,14.53375,-6.22125,-14.525,-668.316,-540.338,-232.044,263.9579,36.53902,150.3946,24.08892,20.64651
1740564263482,14.48125,-4.655,-14.8925,-666.974,-556.686,-224.358,256.9424,17.83104,203.8877,24.08892,20.64651
1740564263484,14.63,-3.395,-15.37375,-683.566,-565.226,-220.332,280.3274,17.83104,149.2254,24.08892,20.64651
1740564263485,14.55125,-2.37125,-15.93375,-702.354,-563.64,-227.286,249.3423,7.892429,137.5329,24.08892,20.64651
1740564263486,14.42875,-1.3125,-16.275,-726.022,-575.962,-229.482,276.8196,40.04677,148.4946,24.08892,20.64651
1740564263488,14.56875,-0.595,-16.52,-732.854,-578.158,-222.894,258.1117,9.938614,179.9181,24.08892,20.64651
1740564263489,14.65625,-0.00875,-16.4675,-752.13,-582.794,-204.472,277.4043,15.20023,156.5332,24.08892,20.64651
1740564263490,14.69125,0.0525,-16.52875,-761.402,-589.626,-196.176,242.0345,26.89272,181.672,24.08892,20.64651
1740564263491,14.5425,-0.2275,-16.58125,-772.504,-596.702,-203.984,288.5121,26.89272,135.3405,24.08892,20.64651
1740564263493,14.315,-0.60375,-16.73,-779.58,-605.73,-215.33,261.3271,2.923122,162.3794,24.08892,20.64651
1740564263494,14.0525,-1.2075,-17.08875,-786.656,-611.342,-235.216,269.5118,33.90821,146.0099,24.08892,20.64651
1740564263495,13.8075,-1.925,-17.3425,-793.244,-615.734,-252.784,250.5115,21.92341,194.2414,24.08892,20.64651
1740564263497,13.79875,-2.5025,-17.5875,-791.414,-628.544,-253.516,279.4504,18.12335,159.6024,24.08892,20.64651
1740564263498,14.3675,-2.66875,-17.52625,-784.094,-636.962,-242.902,238.5267,27.47734,184.449,24.08892,20.64651
1740564263499,14.84,-2.80875,-17.5875,-792.512,-631.228,-242.902,284.1274,38.58521,148.0561,24.08892,20.64651
1740564263500,14.69125,-3.2375,-17.7975,-791.902,-616.832,-256.444,254.3116,12.56942,156.2409,24.08892,20.64651
1740564263501,14.46375,-3.3775,-17.94625,-802.028,-619.15,-274.378,252.85,40.04677,140.7483,24.08892,20.64651
1740564263502,14.175,-3.98125,-18.165,-815.936,-624.03,-282.796,246.1268,36.24671,191.026,24.08892,20.64651
1740564263504,14.3675,-4.4975,-18.2525,-830.698,-626.348,-277.916,287.9275,24.26191,143.0868,24.08892,20.64651
1740564263505,14.58625,-5.18,-18.1825,-844.728,-625.86,-262.3,256.3578,5.846243,140.456,24.08892,20.64651
1740564263506,14.8575,-5.7925,-18.01625,-878.4,-617.32,-247.294,279.7427,36.83133,148.2023,24.08892,20.64651
1740564263508,14.76125,-7.20125,-17.8675,-899.018,-597.312,-237.9,251.6808,0.8769366,171.1488,24.08892,20.64651
1740564263509,14.14,-9.065,-17.64,-932.08,-592.676,-251.564,263.9579,20.16954,153.7562,24.08892,20.64651
1740564263510,13.8425,-11.2525,-17.15,-953.552,-609.39,-249.856,247.8807,38.58521,180.0643,24.08892,20.64651
1740564263511,13.7375,-13.72875,-16.58125,-956.724,-612.806,-241.438,294.3584,20.16954,133.2944,24.08892,20.64651
1740564263513,13.4575,-16.44125,-16.52875,-950.99,-614.27,-236.68,256.3578,16.66179,140.6022,24.08892,20.64651
1740564263514,13.01125,-19.1975,-17.03625,-958.31,-619.638,-241.926,291.4352,43.84682,145.133,24.08892,20.64651
1740564263515,12.76625,-22.07625,-17.68375,-935.74,-632.692,-236.192,239.4037,7.307805,169.3949,24.08892,20.64651
1740564263516,12.7575,-24.57,-18.095,-927.932,-635.864,-238.754,250.2192,30.98509,161.5025,24.08892,20.64651
1740564263518,12.85375,-26.55625,-18.26125,-913.17,-619.638,-239.608,261.0348,26.60041,189.2721,24.08892,20.64651
1740564263519,12.18875,-27.97375,-18.19125,-878.766,-605.12,-257.786,286.1736,33.32359,153.61,24.08892,20.64651
1740564263520,11.54125,-28.7875,-18.03375,-842.898,-604.51,-264.008,249.3423,36.53902,138.1175,24.08892,20.64651
1740564263521,11.08625,-28.9975,-17.73625,-831.186,-619.15,-264.862,286.7582,29.81584,143.5253,24.08892,20.64651
1740564263522,11.0075,-28.97125,-17.605,-814.35,-621.834,-258.64,256.3578,16.66179,160.3332,24.08892,20.64651
1740564263524,10.78875,-28.70875,-17.40375,-809.714,-619.15,-259.25,249.05,42.96989,158.287,24.08892,20.64651
1740564263525,10.64875,-28.51625,-17.24625,-800.442,-631.35,-254.614,268.6349,50.86232,142.7945,24.08892,20.64651
1740564263526,10.29,-28.315,-17.33375,-790.926,-634.644,-250.466,275.0658,20.75416,148.6407,24.08892,20.64651
1740564263528,9.905,-27.95625,-17.73625,-773.358,-637.206,-246.684,256.0655,39.46214,152.8793,24.08892,20.64651
1740564263529,9.91375,-27.22125,-17.96375,-788.242,-657.458,-237.412,258.9886,33.6159,182.1105,24.08892,20.64651
1740564263530,10.14125,-26.55625,-18.12125,-783.484,-661.85,-222.162,232.3882,24.55422,152.4408,24.08892,20.64651
1740564263531,10.05375,-26.1625,-18.41875,-792.878,-660.508,-219.478,259.2809,47.35457,174.5104,24.08892,20.64651
1740564263533,9.73,-26.25,-18.97875,-796.416,-664.778,-222.528,286.1736,39.16983,135.779,24.08892,20.64651
1740564263534,9.6075,-26.46,-19.0575,-787.754,-666.852,-222.406,257.527,52.32388,144.6945,24.08892,20.64651
1740564263535,9.8875,-26.4425,-18.97875,-793.122,-673.196,-220.576,276.8196,53.78544,142.0637,24.08892,20.64651
1740564263536,10.22,-25.8825,-18.69875,-792.024,-676.856,-217.16,256.0655,19.00029,169.8334,24.08892,20.64651
1740564263538,10.6575,-25.1125,-18.68125,-794.342,-666.852,-215.208,241.7422,41.80064,144.5484,24.08892,20.64651
1740564263539,10.61375,-24.325,-18.82125,-792.39,-648.43,-216.062,271.8503,37.41596,166.4718,24.08892,20.64651
1740564263540,10.01,-23.6425,-18.9,-798.002,-644.038,-233.63,280.6197,28.64659,137.9713,24.08892,20.64651
1740564263541,9.70375,-23.10875,-18.62,-798.368,-646.356,-234.484,225.665,37.70827,173.0488,24.08892,20.64651
1740564263542,10.185,-22.86375,-18.375,-810.934,-654.286,-218.624,269.8041,29.52353,141.1868,24.08892,20.64651
1740564263544,10.7275,-22.58375,-18.0425,-827.648,-656.97,-196.786,232.6805,28.64659,162.3794,24.08892,20.64651
1740564263545,11.66375,-22.645,-17.675,-837.042,-650.504,-170.556,266.5887,57.87781,144.1099,24.08892,20.64651
1740564263546,12.11,-22.5925,-17.3075,-834.358,-632.326,-159.088,269.2195,30.98509,150.2485,24.08892,20.64651
1740564263547,11.795,-22.9775,-17.0275,-816.058,-630.862,-155.916,270.3888,57.87781,136.6559,24.08892,20.64651
1740564263549,11.17375,-23.4325,-16.905,-818.01,-625.25,-171.654,253.1423,49.10844,176.8489,24.08892,20.64651
1740564263550,11.2,-23.625,-16.49375,-803.126,-638.548,-181.292,257.8193,47.06226,124.6711,24.08892,20.64651
1740564263551,11.3575,-24.10625,-16.61625,-766.892,-659.166,-171.776,239.1114,50.57001,171.0026,24.08892,20.64651
1740564263553,11.515,-24.59625,-17.15875,-743.834,-653.31,-165.92,294.6507,37.70827,150.2485,24.08892,20.64651
1740564263554,11.445,-24.31625,-17.64875,-733.708,-647.698,-186.05,255.7731,49.98538,168.2257,24.08892,20.64651
1740564263555,11.1475,-23.28375,-17.7975,-716.384,-640.5,-216.916,296.4045,38.87752,138.9944,24.08892,20.64651
1740564263556,11.15625,-21.81375,-17.33375,-685.152,-653.31,-234.484,254.6039,17.24642,165.3025,24.08892,20.64651
1740564263558,11.83875,-20.23875,-16.75625,-672.342,-677.466,-244.244,283.5428,64.30868,138.4098,24.08892,20.64651
1740564263559,12.5825,-18.515,-16.6075,-647.332,-681.614,-241.438,254.6039,28.06197,171.2949,24.08892,20.64651
1740564263560,13.06375,-16.70375,-16.38,-644.282,-681.004,-236.924,270.9734,54.95469,125.8404,24.08892,20.64651
1740564263562,13.37,-15.2425,-16.35375,-650.87,-674.66,-217.16,261.6194,49.98538,162.5256,24.08892,20.64651
1740564263562,13.41375,-14.5775,-16.40625,-648.308,-683.688,-207.034,277.9889,42.09295,109.7632,24.08892,20.64651
1740564263564,13.34375,-14.04375,-16.835,-645.99,-697.84,-206.79,235.019,47.9392,169.8334,24.08892,20.64651
1740564263565,14.0875,-13.32625,-17.64875,-635.62,-706.136,-207.034,285.0044,37.12365,163.2563,24.08892,20.64651
1740564263566,14.0175,-12.03125,-18.22625,-629.886,-692.594,-218.624,246.4192,50.86232,161.6486,24.08892,20.64651
1740564263567,14.27125,-10.57875,-18.5325,-636.596,-691.496,-237.168,294.3584,53.49313,134.3174,24.08892,20.64651
1740564263569,14.14,-8.8025,-18.34,-652.456,-686.25,-250.466,251.0962,23.38497,153.3177,24.08892,20.64651
1740564263570,14.11375,-7.21875,-18.13,-657.946,-698.084,-260.836,288.5121,51.44694,135.9252,24.08892,20.64651
1740564263571,14.5425,-5.1975,-17.92875,-671.244,-720.044,-269.986,252.85,28.35428,166.4718,24.08892,20.64651
1740564263573,15.04125,-3.0975,-18.08625,-679.784,-727.73,-280.6,266.881,64.30868,154.7793,24.08892,20.64651
1740564263574,15.42625,-0.6475,-18.1475,-701.012,-715.042,-295.85,262.7886,25.72347,165.1564,24.08892,20.64651
1740564263575,15.6275,1.6625,-18.0425,-735.294,-719.8,-298.412,265.7118,66.64718,120.1403,24.08892,20.64651
1740564263576,16.47625,3.61375,-17.84125,-756.034,-728.096,-269.742,265.7118,57.87781,147.91,24.08892,20.64651
1740564263578,17.29875,4.62875,-17.745,-758.108,-724.924,-236.924,273.0196,65.18562,127.3019,24.08892,20.64651
1740564263579,17.71,5.34625,-18.05125,-766.526,-721.264,-208.254,247.8807,53.78544,171.4411,24.08892,20.64651
1740564263580,17.4125,5.0225,-18.75125,-775.188,-714.066,-210.938,272.7273,35.66209,145.133,24.08892,20.64651
1740564263582,16.9575,4.76875,-19.25875,-768.6,-714.066,-218.624,267.758,59.04706,126.1327,24.08892,20.64651
1740564263583,16.6775,4.62875,-19.32875,-754.326,-715.164,-232.166,285.0044,44.72376,137.9713,24.08892,20.64651
1740564263584,17.2725,5.24125,-19.215,-749.69,-713.334,-237.778,248.173,61.38556,141.7714,24.08892,20.64651
1740564263585,17.19375,5.95,-18.8825,-747.982,-705.16,-252.052,266.881,57.5855,176.995,24.08892,20.64651
1740564263586,16.765,6.74625,-18.71625,-755.668,-702.964,-263.276,229.1727,54.37006,167.3487,24.08892,20.64651
1740564263587,16.52,7.67375,-18.4975,-756.888,-716.994,-275.842,270.9734,68.10873,164.1333,24.08892,20.64651
1740564263589,16.75625,8.93375,-18.20875,-760.06,-735.782,-256.444,287.6352,45.30839,132.4174,24.08892,20.64651
1740564263590,17.50875,10.08875,-17.80625,-757.742,-731.39,-237.656,293.1891,74.24729,152.1485,24.08892,20.64651
1740564263591,17.56125,10.2725,-17.82375,-770.43,-706.868,-224.968,274.4811,43.55452,120.4326,24.08892,20.64651
1740564263593,16.765,9.16125,-17.9025,-769.088,-692.594,-227.042,241.7422,60.21631,171.0026,24.08892,20.64651
1740564263594,16.0825,7.595,-18.12125,-764.94,-700.402,-225.7,264.5425,33.03128,154.0485,24.08892,20.64651
1740564263595,15.75875,5.6525,-18.52375,-743.102,-703.086,-229.482,254.0193,64.01637,153.0254,24.07023,20.60074
1740564263596,15.07625,4.38375,-18.80375,-716.14,-702.72,-237.534,291.7275,64.01637,130.9559,24.07023,20.60074
1740564263598,14.7,3.36875,-18.96125,-693.082,-697.84,-254.98,247.8807,38.00058,170.5641,24.07023,20.60074
1740564263599,14.3325,3.12375,-18.96125,-682.224,-707.112,-265.96,276.8196,54.37006,137.5329,24.07023,20.60074
1740564263600,13.965,3.59625,-18.76,-651.48,-716.14,-264.862,246.4192,46.76995,154.487,24.07023,20.60074
1740564263602,13.97375,4.48,-18.34875,-651.114,-717.97,-269.498,275.3581,79.2166,139.8714,24.07023,20.60074
1740564263603,13.615,5.46875,-18.45375,-662.948,-727.12,-268.522,248.4653,57.00087,156.2409,24.07023,20.60074
1740564263604,13.67625,6.62375,-18.50625,-665.998,-723.338,-249.124,268.9272,85.93978,145.8638,24.07023,20.60074
1740564263605,14.32375,7.90125,-18.3925,-674.05,-727.852,-201.544,256.0655,39.16983,161.5025,24.07023,20.60074
1740564263606,14.25375,8.32125,-18.5325,-689.91,-710.894,-158.478,261.3271,71.61649,149.3715,24.07023,20.60074
1740564263607,13.60625,8.26,-18.90875,-707.844,-687.104,-136.518,260.4501,41.80064,162.6717,24.07023,20.60074
1740564263609,12.6,7.41125,-19.425,-725.168,-681.37,-143.228,262.7886,73.37035,127.8866,24.07023,20.60074
1740564263610,11.7425,6.55375,-19.7925,-731.024,-688.324,-142.74,264.2502,52.03157,159.164,24.07023,20.60074
1740564263611,11.50625,6.3875,-19.635,-745.664,-693.082,-129.564,276.5273,77.17042,130.2251,24.07023,20.60074
1740564263613,11.27,6.2125,-19.4075,-764.452,-682.59,-127.856,256.0655,52.61619,174.8027,24.07023,20.60074
1740564263614,10.4125,5.985,-19.1975,-796.416,-662.826,-137.006,261.0348,75.12423,143.6714,24.07023,20.60074
1740564263615,9.3975,5.18875,-18.90875,-842.41,-665.754,-164.456,259.5732,54.66238,162.5256,24.07023,20.60074
1740564263616,9.135,4.76,-18.61125,-891.21,-687.348,-169.092,268.0503,74.83192,130.8097,24.07023,20.60074
1740564263618,9.6425,4.62875,-18.33125,-910.608,-698.45,-146.644,253.1423,65.47793,168.3718,24.07023,20.60074
1740564263619,9.98375,4.06,-18.095,-926.59,-679.784,-116.754,263.3733,83.01665,132.8559,24.07023,20.60074
1740564263620,9.52,2.40625,-18.27875,-936.594,-658.8,-101.992,257.527,59.63168,177.2873,24.07023,20.60074
1740564263622,8.21625,0.14,-18.57625,-911.706,-648.308,-107.36,263.081,57.29319,154.1947,24.07023,20.60074
1740564263623,6.97375,-1.855,-18.82125,-871.08,-663.924,-115.9,248.7577,52.32388,172.4642,24.07023,20.60074
1740564263624,6.405,-3.73625,-19.2675,-831.064,-686.982,-122.732,255.1885,73.95498,135.0482,24.07023,20.60074
1740564263625,5.95,-4.7775,-19.39,-798.612,-689.788,-132.614,244.6653,87.10903,152.4408,24.07023,20.60074
1740564263626,5.36375,-5.18875,-19.10125,-783.24,-684.42,-162.87,263.081,80.09354,136.9483,24.07023,20.60074
1740564263627,4.75125,-4.6025,-18.76,-757.498,-684.786,-198.006,254.3116,58.46244,178.7489,24.07023,20.60074
1740564263629,3.98125,-3.8675,-18.55875,-749.08,-686.128,-210.938,250.8038,54.37006,149.5177,24.07023,20.60074
